AREA,ValidTimeUTC,SGFHGT,SGFPER
NPHAS_RUM,2021-10-22 00:00:00,0.4,5.0
NPHAS_RUM,2021-10-22 03:00:00,0.3,5.0
NPHAS_RUM,2021-10-22 06:00:00,0.6,3.0
NPHAS_RUM,2021-10-22 09:00:00,0.3,5.0
NPHAS_RUM,2021-10-22 12:00:00,0.5,5.0
NPHAS_RUM,2021-10-22 15:00:00,0.6,3.0
NPHAS_RUM,2021-10-22 18:00:00,0.5,5.0
NPHAS_RUM,2021-10-22 21:00:00,0.4,5.0
NPHAS_RUM,2021-10-23 00:00:00,0.4,5.0
NPHAS_RUM,2021-10-23 03:00:00,0.4,4.0
NPHAS_RUM,2021-10-23 06:00:00,0.5,4.0
NPHAS_RUM,2021-10-23 09:00:00,0.6,5.0
NPHAS_RUM,2021-10-23 12:00:00,1.0,4.0
NPHAS_RUM,2021-10-23 15:00:00,0.8,5.0
NPHAS_RUM,2021-10-23 18:00:00,0.9,5.0
NPHAS_RUM,2021-10-23 21:00:00,0.9,5.0
NPHAS_RUM,2021-10-24 00:00:00,1.0,5.0
NPHAS_RUM,2021-10-24 03:00:00,1.1,4.0
NPHAS_RUM,2021-10-24 06:00:00,1.2,6.0
NPHAS_RUM,2021-10-24 09:00:00,1.2,6.0
NPHAS_RUM,2021-10-24 12:00:00,1.2,6.0
NPHAS_RUM,2021-10-24 15:00:00,1.2,6.0
NPHAS_RUM,2021-10-24 18:00:00,1.1,6.0
NPHAS_RUM,2021-10-24 21:00:00,0.6,6.0
NPHAS_RUM,2021-10-25 00:00:00,0.7,6.0
NPHAS_RUM,2021-10-25 03:00:00,0.9,4.0
NPHAS_RUM,2021-10-25 06:00:00,1.2,4.0
NPHAS_RUM,2021-10-25 09:00:00,1.0,5.0
NPHAS_RUM,2021-10-25 12:00:00,0.9,5.0
NPHAS_RUM,2021-10-25 15:00:00,1.0,5.0
NPHAS_RUM,2021-10-25 18:00:00,1.0,5.0
NPHAS_RUM,2021-10-25 21:00:00,1.0,5.0
NPHAS_RUM,2021-10-26 00:00:00,1.0,5.0
NPHAS_RUM,2021-10-26 03:00:00,0.9,5.0
NPHAS_RUM,2021-10-26 06:00:00,0.9,5.0
NPHAS_RUM,2021-10-26 09:00:00,0.8,5.0
NPHAS_RUM,2021-10-26 12:00:00,0.8,5.0
NPHAS_RUM,2021-10-26 15:00:00,0.8,5.0
NPHAS_RUM,2021-10-26 18:00:00,0.8,5.0
NPHAS_RUM,2021-10-26 21:00:00,0.8,5.0
NPHAS_RUM,2021-10-27 00:00:00,0.8,5.0
NPHAS_RUM,2021-10-27 03:00:00,0.8,5.0
NPHAS_RUM,2021-10-27 06:00:00,0.8,5.0
NPHAS_RUM,2021-10-27 09:00:00,0.8,5.0
NPHAS_RUM,2021-10-27 12:00:00,0.8,5.0
NPHAS_RUM,2021-10-27 15:00:00,0.7,5.0
NPHAS_RUM,2021-10-27 18:00:00,0.7,5.0
NPHAS_RUM,2021-10-27 21:00:00,0.6,5.0
NPHAS_RUM,2021-10-28 00:00:00,0.5,5.0
NPHAS_RUM,2021-10-28 03:00:00,0.5,5.0
NPHAS_RUM,2021-10-28 06:00:00,0.5,5.0
NPHAS_RUM,2021-10-28 09:00:00,0.9,4.0
NPHAS_RUM,2021-10-28 12:00:00,1.6,5.0
NPHAS_RUM,2021-10-28 15:00:00,1.7,6.0
NPHAS_RUM,2021-10-28 18:00:00,1.8,6.0
NPHAS_RUM,2021-10-28 21:00:00,2.1,6.0
NPHAS_RUM,2021-10-29 00:00:00,2.5,7.0
NPHAS_RUM,2021-10-29 03:00:00,2.6,8.0
NPHAS_RUM,2021-10-29 06:00:00,2.6,8.0
NPHAS_RUM,2021-10-29 09:00:00,2.5,8.0
NPHAS_RUM,2021-10-29 12:00:00,2.4,7.0
NPHAS_RUM,2021-10-29 15:00:00,2.3,7.0
NPHAS_RUM,2021-10-29 18:00:00,2.1,7.0
NPHAS_RUM,2021-10-29 21:00:00,2.0,7.0
NPHAS_RUM,2021-10-30 00:00:00,1.8,7.0
NPHAS_RUM,2021-10-30 03:00:00,1.6,7.0
NPHAS_RUM,2021-10-30 06:00:00,1.3,7.0
NPHAS_RUM,2021-10-30 09:00:00,1.3,7.0
NPHAS_RUM,2021-10-30 12:00:00,1.4,4.0
