AREA,ValidTimeUTC,SGFHGT,SGFPER
NPHAS_RUM,2021-12-10 00:00:00,0.3,5.0
NPHAS_RUM,2021-12-10 03:00:00,0.4,3.0
NPHAS_RUM,2021-12-10 06:00:00,0.4,6.0
NPHAS_RUM,2021-12-10 09:00:00,0.5,6.0
NPHAS_RUM,2021-12-10 12:00:00,0.5,6.0
NPHAS_RUM,2021-12-10 15:00:00,0.5,6.0
NPHAS_RUM,2021-12-10 18:00:00,0.5,6.0
NPHAS_RUM,2021-12-10 21:00:00,0.5,6.0
NPHAS_RUM,2021-12-11 00:00:00,0.5,6.0
NPHAS_RUM,2021-12-11 03:00:00,0.6,3.0
NPHAS_RUM,2021-12-11 06:00:00,0.7,3.0
NPHAS_RUM,2021-12-11 09:00:00,1.3,5.0
NPHAS_RUM,2021-12-11 12:00:00,1.2,5.0
NPHAS_RUM,2021-12-11 15:00:00,0.8,5.0
NPHAS_RUM,2021-12-11 18:00:00,0.8,5.0
NPHAS_RUM,2021-12-11 21:00:00,0.9,5.0
NPHAS_RUM,2021-12-12 00:00:00,0.9,6.0
NPHAS_RUM,2021-12-12 03:00:00,0.8,6.0
NPHAS_RUM,2021-12-12 06:00:00,0.9,6.0
NPHAS_RUM,2021-12-12 09:00:00,0.9,6.0
NPHAS_RUM,2021-12-12 12:00:00,1.4,5.0
NPHAS_RUM,2021-12-12 15:00:00,1.9,5.0
NPHAS_RUM,2021-12-12 18:00:00,2.4,6.0
NPHAS_RUM,2021-12-12 21:00:00,2.4,5.0
NPHAS_RUM,2021-12-13 00:00:00,3.3,6.0
NPHAS_RUM,2021-12-13 03:00:00,4.1,7.0
NPHAS_RUM,2021-12-13 06:00:00,4.7,8.0
NPHAS_RUM,2021-12-13 09:00:00,6.1,8.0
NPHAS_RUM,2021-12-13 12:00:00,5.9,9.0
NPHAS_RUM,2021-12-13 15:00:00,5.4,9.0
NPHAS_RUM,2021-12-13 18:00:00,4.8,9.0
NPHAS_RUM,2021-12-13 21:00:00,4.1,9.0
NPHAS_RUM,2021-12-14 00:00:00,3.5,9.0
NPHAS_RUM,2021-12-14 03:00:00,3.3,5.0
NPHAS_RUM,2021-12-14 06:00:00,3.1,5.0
NPHAS_RUM,2021-12-14 09:00:00,3.0,6.0
NPHAS_RUM,2021-12-14 12:00:00,2.7,5.0
NPHAS_RUM,2021-12-14 15:00:00,2.4,5.0
NPHAS_RUM,2021-12-14 18:00:00,1.9,4.0
NPHAS_RUM,2021-12-14 21:00:00,1.7,7.0
NPHAS_RUM,2021-12-15 00:00:00,1.7,4.0
NPHAS_RUM,2021-12-15 03:00:00,1.8,4.0
NPHAS_RUM,2021-12-15 06:00:00,1.7,4.0
NPHAS_RUM,2021-12-15 09:00:00,1.4,4.0
NPHAS_RUM,2021-12-15 12:00:00,1.6,4.0
NPHAS_RUM,2021-12-15 15:00:00,1.3,4.0
NPHAS_RUM,2021-12-15 18:00:00,1.2,3.0
NPHAS_RUM,2021-12-15 21:00:00,0.9,6.0
NPHAS_RUM,2021-12-16 00:00:00,0.8,6.0
NPHAS_RUM,2021-12-16 03:00:00,0.7,6.0
NPHAS_RUM,2021-12-16 06:00:00,0.7,8.0
NPHAS_RUM,2021-12-16 09:00:00,1.0,3.0
NPHAS_RUM,2021-12-16 12:00:00,1.6,5.0
NPHAS_RUM,2021-12-16 15:00:00,1.9,5.0
NPHAS_RUM,2021-12-16 18:00:00,1.7,4.0
NPHAS_RUM,2021-12-16 21:00:00,1.7,4.0
NPHAS_RUM,2021-12-17 00:00:00,1.5,4.0
NPHAS_RUM,2021-12-17 03:00:00,2.0,5.0
NPHAS_RUM,2021-12-17 06:00:00,2.0,5.0
NPHAS_RUM,2021-12-17 09:00:00,2.5,5.0
NPHAS_RUM,2021-12-17 12:00:00,2.4,5.0
NPHAS_RUM,2021-12-17 15:00:00,2.1,5.0
NPHAS_RUM,2021-12-17 18:00:00,1.9,4.0
NPHAS_RUM,2021-12-17 21:00:00,1.7,4.0
NPHAS_RUM,2021-12-18 00:00:00,1.6,4.0
NPHAS_RUM,2021-12-18 03:00:00,1.5,4.0
NPHAS_RUM,2021-12-18 06:00:00,1.1,3.0
NPHAS_RUM,2021-12-18 09:00:00,1.1,3.0
NPHAS_RUM,2021-12-18 12:00:00,1.1,3.0
